395,202,742,434,454,2
394,201,752,396,446,2
396,202,761,366,439,2
398,213,763,344,439,2
401,221,769,337,443,2
403,230,770,332,449,2
405,237,774,331,458,2
407,236,777,322,455,2
409,234,777,317,456,2
414,227,781,325,457,2
416,224,774,324,456,2
419,223,772,334,461,2
419,217,772,357,461,2
424,225,770,373,457,2
424,226,766,399,450,2
426,251,757,460,447,2
427,286,754,517,438,2
427,308,746,565,432,2
431,326,748,607,433,2
443,329,754,627,434,2
440,319,755,626,434,2
447,310,757,622,431,2
455,305,753,610,429,2
453,304,746,593,414,2
456,298,736,574,397,2
452,293,729,551,383,2
455,286,731,536,369,2
453,276,730,523,358,2
451,282,741,519,350,2
453,287,742,512,342,2
450,295,738,506,335,2
445,308,742,510,339,2
441,303,746,510,333,2
444,281,754,519,333,2
450,267,763,531,333,2
453,253,769,540,324,2
458,254,772,547,328,2
461,270,770,550,327,2
461,283,772,555,339,2
465,298,770,558,342,2
465,309,773,563,349,2
472,320,775,570,350,2
471,332,775,577,356,2
470,339,779,584,367,2
465,348,781,592,374,2
462,355,781,603,398,2
458,352,782,611,417,2
455,348,780,620,443,2
451,355,778,627,470,2
442,362,775,630,486,2
438,375,777,634,504,2
432,390,774,629,515,2
426,396,774,626,526,2
425,397,771,619,537,2
428,403,770,614,545,2
427,407,768,612,548,2
431,408,767,610,557,2
434,407,764,608,545,2
436,408,770,612,537,2
431,398,766,607,521,2
432,389,765,604,509,2
431,386,768,606,500,2
428,373,766,602,486,2
440,371,771,606,484,2
436,356,771,607,465,2
433,346,769,605,464,2
430,339,766,600,448,2
427,329,766,596,455,2
426,332,770,597,476,2
425,330,771,596,500,2
430,326,770,591,539,2
438,324,770,591,585,2
444,311,768,585,623,2
456,301,762,574,656,2
463,293,761,566,677,2
472,288,760,558,689,2
478,286,757,554,697,2
480,284,759,554,702,2
484,282,753,552,703,2
499,272,755,554,708,2
506,257,750,549,707,2
522,263,754,548,715,2
533,260,759,553,720,2
538,252,754,548,718,2
548,273,754,547,718,2
558,259,748,550,717,2
566,251,744,543,707,2
574,261,744,543,702,2
606,277,776,570,733,2
609,276,779,569,727,2
621,285,790,578,736,2
628,286,799,585,740,2
