261,130,288,251,184,1
272,135,297,260,191,1
275,138,290,260,192,1
277,139,298,264,195,1
282,141,301,268,198,1
281,140,299,266,196,1
281,139,304,267,196,1
281,140,304,267,196,1
273,134,297,260,188,1
270,132,294,256,187,1
265,129,290,253,183,1
268,130,292,255,185,1
270,132,294,257,188,1
272,133,296,259,189,1
275,135,298,261,191,1
275,135,298,261,191,1
275,135,297,260,191,1
275,135,297,260,191,1
275,135,297,260,191,1
275,135,297,260,191,1
274,135,297,259,190,1
274,135,297,259,191,1
274,136,297,259,191,1
274,136,297,260,191,1
274,136,297,260,191,1
273,135,297,260,191,1
273,135,297,260,191,1
273,135,297,260,191,1
273,135,297,260,191,1
272,135,297,260,192,1
272,135,297,260,191,1
272,135,297,260,191,1
271,136,297,260,191,1
272,136,297,260,191,1
272,136,297,260,191,1
273,136,297,260,191,1
273,136,297,260,191,1
274,136,298,261,191,1
275,136,298,262,192,1
275,136,299,262,193,1
276,137,299,263,193,1
273,135,296,260,191,1
274,137,298,261,192,1
274,136,297,261,192,1
274,136,298,261,192,1
275,136,299,262,193,1
273,134,296,259,191,1
272,134,295,258,190,1
269,132,293,257,189,1
269,131,292,256,187,1
269,131,292,256,188,1
269,131,292,256,187,1
269,131,292,256,187,1
269,131,292,256,187,1
270,131,292,256,187,1
269,131,292,256,187,1
268,131,292,256,187,1
269,131,292,256,187,1
269,130,292,256,187,1
269,130,292,255,187,1
269,130,292,255,187,1
269,130,292,255,187,1
269,131,292,255,187,1
269,131,292,255,187,1
268,131,292,255,187,1
267,131,292,255,187,1
266,131,292,255,187,1
266,131,292,255,187,1
266,131,292,255,187,1
267,131,292,255,187,1
266,131,292,255,187,1
266,131,292,256,187,1
267,131,292,256,187,1
266,131,292,256,187,1
267,131,292,256,187,1
267,131,292,256,187,1
267,131,292,256,186,1
267,131,292,256,186,1
267,131,293,256,186,1
268,131,293,256,186,1
267,131,292,256,186,1
267,131,292,256,187,1
266,131,292,256,187,1
266,131,292,256,187,1
266,131,292,256,187,1
265,131,292,256,187,1
266,131,292,256,187,1
266,131,292,256,187,1
266,131,292,256,187,1
266,131,292,256,187,1
266,131,293,256,187,1
264,130,291,255,186,1
264,130,291,254,185,1
263,130,291,254,185,1
263,129,290,254,185,1
264,129,290,254,186,1
264,130,291,254,186,1
265,130,291,255,187,1
265,130,291,254,186,1
265,130,291,254,186,1
265,130,291,254,185,1
265,129,291,254,185,1
265,130,291,254,185,1
265,130,291,254,185,1
265,130,290,254,185,1
265,129,290,255,185,1
264,129,290,255,185,1
264,129,290,255,185,1
264,129,291,254,185,1
264,129,291,254,185,1
263,130,291,254,185,1
264,130,291,254,185,1
263,130,291,253,185,1
263,130,291,253,185,1
264,130,291,253,185,1
264,130,291,254,186,1
264,130,291,254,185,1
264,130,291,254,185,1
263,130,291,254,186,1
263,130,291,254,185,1
263,130,291,254,185,1
263,130,291,254,185,1
264,130,291,255,185,1
264,131,291,255,185,1
265,131,291,255,185,1
264,131,290,255,185,1
264,131,290,254,185,1
264,131,290,254,185,1
263,131,290,254,185,1
265,131,290,254,185,1
265,131,291,254,185,1
267,131,291,254,185,1
267,131,291,255,185,1
268,131,291,255,185,1
268,131,291,255,185,1
268,131,291,255,185,1
268,131,291,254,185,1
268,131,291,254,185,1
267,131,290,254,185,1
268,132,290,254,184,1
267,132,291,255,185,1
268,132,291,255,185,1
269,132,291,255,185,1
269,132,291,255,185,1
270,132,291,255,185,1
270,131,291,255,185,1
271,131,291,255,185,1
271,132,291,255,185,1
271,131,290,255,185,1
272,132,290,254,185,1
272,131,290,254,185,1
272,131,290,254,185,1
273,131,290,254,185,1
272,131,290,254,185,1
272,131,290,254,185,1
272,130,290,254,185,1
271,130,290,255,185,1
272,131,290,255,185,1
272,131,291,255,185,1
272,131,291,254,185,1
273,131,291,254,184,1
273,131,291,254,185,1
272,131,291,254,185,1
272,131,291,254,184,1
272,131,290,254,185,1
272,132,291,254,185,1
272,131,291,254,185,1
272,132,291,254,186,1
273,132,291,254,185,1
272,131,291,254,185,1
271,131,291,254,185,1
272,131,291,254,184,1
271,131,291,254,184,1
274,133,294,257,186,1
277,134,296,258,188,1
278,135,297,260,190,1
279,137,298,261,191,1
279,135,298,261,191,1
279,136,298,261,191,1
279,136,299,261,191,1
279,136,297,260,191,1
278,136,298,259,191,1
278,136,299,260,191,1
278,137,299,261,191,1
278,136,300,262,191,1
278,136,300,262,191,1
279,136,300,262,192,1
279,136,299,261,192,1
279,136,299,261,192,1
277,135,297,258,190,1
276,135,295,257,189,1
278,136,297,258,189,1
277,135,297,258,190,1
276,136,298,259,191,1
276,136,299,260,191,1
271,132,294,255,188,1
272,135,295,253,188,1
272,134,296,256,188,1
272,135,296,257,189,1
275,136,298,260,191,1
274,136,298,263,191,1
269,133,297,262,192,1
271,134,298,262,192,1
271,135,298,262,192,1
269,135,298,261,192,1
272,136,299,261,191,1
271,135,298,260,190,1
269,134,297,259,189,1
269,134,295,258,188,1
268,134,294,259,187,1
268,133,294,257,187,1
267,133,294,257,187,1
266,132,293,257,187,1
265,132,293,256,186,1
262,131,290,254,185,1
263,132,293,256,186,1
263,132,293,255,186,1
263,133,293,256,187,1
263,134,294,257,187,1
263,133,294,257,187,1
261,133,294,258,187,1
261,134,292,258,187,1
259,133,292,257,187,1
258,133,291,256,186,1
257,132,290,255,185,1
257,131,290,254,184,1
251,132,290,253,184,1
254,132,290,254,185,1
