55,-5,251,-902,-196,-673,1014,-528,1241,1
55,-6,244,-931,-162,-676,1014,-528,1241,1
58,-4,248,-946,-241,-634,1009,-535,1161,1
62,-3,245,-928,-94,-726,1009,-535,1161,1
63,-2,246,-920,-75,-740,1045,-547,1149,1
63,-3,244,-910,-44,-755,1073,-528,1154,1
63,-5,244,-919,-57,-763,1073,-528,1154,1
65,-2,247,-924,56,-815,1055,-550,1153,1
61,0,245,-857,129,-868,1029,-544,1120,1
56,4,251,-877,103,-843,1029,-544,1120,1
53,-1,247,-944,44,-790,1047,-472,1187,1
53,-1,248,-939,-43,-756,1047,-472,1187,1
55,1,247,-959,-42,-759,1008,-458,1199,1
54,2,247,-916,29,-789,1035,-460,1180,1
49,2,246,-952,118,-839,1035,-460,1180,1
47,1,246,-954,66,-804,976,-453,1229,1
46,0,245,-959,-19,-771,983,-416,1240,1
47,-1,244,-933,-24,-756,983,-416,1240,1
47,4,248,-922,90,-823,984,-419,1255,1
42,0,244,-947,52,-821,961,-439,1326,1
40,0,243,-923,7,-777,961,-439,1326,1
42,-1,244,-973,-69,-740,923,-400,1315,1
42,-3,245,-964,-26,-741,923,-400,1315,1
41,0,246,-928,-16,-741,939,-388,1337,1
42,-3,247,-938,-27,-713,981,-395,1318,1
41,3,247,-954,-14,-726,981,-395,1318,1
39,4,246,-969,-14,-742,986,-374,1281,1
40,1,245,-974,3,-755,960,-392,1230,1
40,1,249,-1054,146,-742,960,-392,1230,1
35,-7,242,-1052,233,-788,912,-414,1344,1
26,-4,251,-1037,244,-767,901,-426,1422,1
21,-12,240,-1042,169,-761,901,-426,1422,1
20,-11,240,-981,148,-800,840,-443,1446,1
16,-10,241,-961,99,-773,840,-443,1446,1
15,-13,243,-1014,223,-786,846,-418,1489,1
7,-14,243,-933,324,-786,778,-421,1568,1
-4,-15,240,-982,217,-780,778,-421,1568,1
-8,-15,238,-945,205,-771,710,-458,1598,1
-14,-12,233,-891,184,-744,687,-430,1707,1
-15,-9,241,-918,199,-767,687,-430,1707,1
-21,-13,238,-946,106,-787,622,-443,1767,1
-23,-16,236,-949,88,-753,604,-433,1768,1
-22,-12,239,-938,128,-769,604,-433,1768,1
-29,-15,233,-1007,147,-757,583,-380,1792,1
-34,-16,229,-964,118,-747,583,-380,1792,1
-35,-17,229,-949,43,-750,598,-418,1858,1
-37,-15,230,-951,66,-752,487,-393,1831,1
-36,-14,232,-948,75,-754,487,-393,1831,1
-40,-14,229,-957,69,-763,533,-414,1946,1
-43,-17,227,-941,51,-768,505,-398,1980,1
-43,-18,230,-959,28,-763,505,-398,1980,1
-44,-16,231,-937,33,-739,481,-397,1984,1
-46,-17,227,-950,-25,-721,443,-402,1966,1
-47,-15,225,-938,-4,-726,443,-402,1966,1
-45,-15,228,-945,2,-745,487,-437,2002,1
-49,-18,223,-933,-74,-729,487,-437,2002,1
-47,-14,227,-922,-236,-709,455,-426,2004,1
-40,-12,230,-942,-118,-773,505,-395,1922,1
-41,-14,228,-933,-144,-770,505,-395,1922,1
-36,-12,233,-925,-128,-763,499,-422,1906,1
-36,-15,231,-942,-60,-763,491,-390,1914,1
-36,-15,230,-938,-66,-760,491,-390,1914,1
-36,-15,229,-926,-107,-753,505,-386,1919,1
-33,-15,232,-897,-159,-777,536,-383,1866,1
-30,-9,237,-883,-139,-798,536,-383,1866,1
-29,-13,233,-1001,-103,-801,572,-385,1800,1
-29,-15,232,-927,-51,-802,572,-385,1800,1
-27,-15,233,-977,-72,-781,577,-357,1848,1
-27,-16,234,-969,-47,-768,593,-334,1831,1
-28,-14,232,-970,-53,-749,593,-334,1831,1
-27,-18,235,-1023,-90,-790,570,-379,1887,1
-24,-20,236,-1064,-91,-793,583,-369,1818,1
-24,-23,237,-1034,-71,-772,583,-369,1818,1
-23,-23,237,-1037,-44,-740,593,-403,1852,1
-26,-22,233,-1028,-32,-761,555,-377,1897,1
-25,-23,234,-1087,-45,-791,555,-377,1897,1
-21,-31,237,-1057,-47,-781,569,-431,1859,1
-22,-32,236,-910,100,-779,555,-366,1822,1
-25,-29,234,-684,187,-769,555,-366,1822,1
-39,-15,215,-123,247,-837,569,-328,1834,1
-40,4,239,-642,222,-878,569,-328,1834,1
-43,-3,228,-793,200,-900,508,-185,1945,1
-50,-3,216,-771,237,-894,431,-125,1975,1
-54,-6,218,-857,147,-883,431,-125,1975,1
-57,-9,218,-1000,1,-857,397,-74,1998,1
-53,-25,214,-1097,-1,-811,374,-82,1958,1
-54,-13,222,-707,-17,-729,374,-82,1958,1
-56,-3,228,-954,-15,-702,326,-92,2027,1
-59,-3,227,-953,-86,-722,357,-112,2092,1
-55,-8,223,-1131,-103,-759,357,-112,2092,1
-53,-11,225,-1032,-99,-747,384,-61,1970,1
-51,-13,219,-1008,-65,-708,384,-61,1970,1
-55,-8,220,-1009,-85,-739,387,-90,2007,1
-51,-12,219,-1043,-144,-735,390,-125,1985,1
-48,-14,224,-1040,-123,-729,390,-125,1985,1
-46,-14,229,-944,-74,-703,394,-145,2018,1
-48,-11,224,-917,-15,-700,393,-136,1958,1
-49,-11,224,-935,-42,-726,393,-136,1958,1
64,-26,-255,-800,-30,-565,950,42,-847,2
57,-26,-257,-1029,-72,-779,933,-79,-842,2
80,-7,-239,-1485,-238,-747,933,-79,-842,2
65,-6,-278,-1473,-289,-722,918,29,-894,2
47,15,-280,-1652,-93,-397,851,131,-874,2
48,22,-280,-1252,-43,-681,851,131,-874,2
51,16,-280,-756,-107,-966,829,299,-873,2
48,8,-272,-550,-275,-933,829,299,-873,2
44,11,-255,-621,-286,-835,809,222,-928,2
32,7,-257,-824,-193,-739,777,85,-1013,2
34,-2,-267,-1010,6,-808,777,85,-1013,2
36,-4,-263,-1077,-39,-777,818,134,-986,2
39,4,-277,-785,111,-742,798,149,-945,2
45,1,-251,-733,82,-746,798,149,-945,2
41,-1,-261,-855,108,-724,828,114,-1008,2
43,2,-267,-1043,3,-766,860,118,-923,2
44,1,-266,-1038,25,-725,860,118,-923,2
31,20,-263,-1179,-140,-734,829,134,-917,2
43,6,-269,-954,39,-806,829,134,-917,2
45,0,-263,-884,-77,-689,825,166,-875,2
47,3,-267,-893,-10,-695,788,157,-934,2
47,1,-264,-952,26,-712,788,157,-934,2
47,5,-271,-1012,-62,-765,803,153,-947,2
46,6,-263,-905,-51,-775,850,175,-897,2
43,1,-271,-954,-72,-757,850,175,-897,2
44,1,-267,-946,-76,-720,827,176,-919,2
44,3,-268,-997,15,-735,820,177,-892,2
46,4,-268,-952,-108,-730,820,177,-892,2
45,7,-262,-947,-14,-753,816,150,-927,2
42,5,-271,-966,-84,-760,816,150,-927,2
42,7,-268,-943,-95,-765,825,167,-948,2
41,7,-264,-988,1,-766,829,168,-954,2
44,6,-266,-969,-36,-745,829,168,-954,2
45,9,-265,-970,10,-728,830,192,-902,2
43,9,-267,-982,-52,-758,835,187,-900,2
42,10,-266,-934,-14,-753,835,187,-900,2
43,8,-267,-958,-63,-740,832,203,-918,2
43,7,-266,-964,-31,-739,867,180,-921,2
45,9,-270,-931,-48,-733,867,180,-921,2
42,10,-264,-893,-41,-717,841,185,-925,2
42,10,-261,-986,-44,-768,841,185,-925,2
42,5,-262,-1088,-37,-783,847,168,-889,2
45,11,-266,-1153,-51,-784,888,144,-896,2
44,17,-261,-1056,46,-733,888,144,-896,2
43,19,-265,-944,-20,-721,864,120,-856,2
45,18,-252,-1111,-28,-718,860,110,-888,2
48,25,-252,-1230,-64,-753,860,110,-888,2
44,27,-255,-1344,5,-691,868,167,-757,2
47,38,-265,-1445,71,-680,868,167,-757,2
51,49,-273,-1277,112,-692,908,235,-633,2
56,56,-269,-1140,88,-705,899,276,-549,2
51,57,-270,-905,-115,-652,899,276,-549,2
52,57,-256,-914,-147,-690,904,291,-507,2
51,53,-258,-888,-103,-703,920,252,-545,2
49,53,-257,-869,-55,-716,920,252,-545,2
51,50,-254,-880,-72,-733,961,232,-577,2
50,48,-256,-854,-101,-721,970,243,-606,2
46,45,-258,-867,-70,-718,970,243,-606,2
48,44,-263,-923,-87,-748,965,229,-635,2
46,45,-258,-934,-102,-754,959,232,-615,2
43,46,-256,-973,-50,-756,959,232,-615,2
47,47,-262,-937,-44,-751,942,247,-665,2
46,45,-260,-948,-78,-751,942,247,-665,2
44,45,-254,-987,-49,-744,944,226,-620,2
40,49,-261,-983,-45,-746,950,216,-632,2
43,48,-254,-1038,-32,-765,950,216,-632,2
44,50,-258,-1006,-39,-760,946,224,-620,2
46,53,-257,-968,-11,-751,937,244,-598,2
46,52,-259,-963,-5,-750,937,244,-598,2
43,50,-259,-929,-22,-740,933,227,-546,2
47,50,-251,-983,-26,-771,901,247,-610,2
46,52,-257,-941,-7,-727,901,247,-610,2
47,52,-260,-970,-33,-742,924,254,-596,2
43,54,-257,-953,-61,-749,924,254,-596,2
45,50,-255,-940,-42,-743,908,274,-634,2
45,49,-254,-945,-33,-723,918,274,-542,2
47,50,-257,-954,5,-751,918,274,-542,2
46,52,-261,-955,-28,-746,896,273,-594,2
44,54,-261,-890,-57,-741,943,256,-609,2
43,50,-258,-896,-71,-730,943,256,-609,2
44,52,-258,-883,-97,-688,931,278,-610,2
46,49,-258,-939,-96,-745,916,219,-621,2
46,49,-258,-916,-31,-743,916,219,-621,2
-197,-23,39,-954,-26,-727,-1424,-1115,2318,3
-199,-22,46,-998,-7,-766,-1424,-1115,2318,3
-196,-20,43,-973,28,-743,-1468,-1127,2311,3
-197,-18,38,-988,-19,-718,-1469,-1157,2307,3
-200,-15,38,-944,17,-780,-1469,-1157,2307,3
-195,-20,41,-964,32,-770,-1442,-1134,2321,3
-198,-21,36,-928,-24,-721,-1475,-1116,2306,3
-200,-20,35,-930,-52,-770,-1475,-1116,2306,3
-198,-24,38,-908,-39,-729,-1477,-1168,2340,3
-198,-23,40,-945,27,-780,-1477,-1168,2340,3
-198,-25,40,-976,-42,-782,-1486,-1124,2330,3
-199,-22,39,-967,-24,-735,-1486,-1144,2327,3
-200,-20,38,-958,30,-778,-1486,-1144,2327,3
-200,-22,37,-920,122,-790,-1527,-1148,2343,3
-202,-22,27,-955,49,-784,-1546,-1192,2320,3
-202,-20,32,-952,-38,-754,-1546,-1192,2320,3
-200,-19,34,-964,-76,-752,-1551,-1158,2325,3
-201,-21,27,-924,-65,-733,-1561,-1158,2227,3
-198,-24,28,-936,-30,-757,-1561,-1158,2227,3
-197,-22,39,-962,-62,-748,-1542,-1149,2321,3
-199,-22,30,-916,-83,-728,-1542,-1149,2321,3
-200,-24,35,-960,-70,-769,-1543,-1185,2287,3
-201,-24,36,-954,-75,-755,-1518,-1158,2304,3
-201,-25,35,-946,-54,-747,-1518,-1158,2304,3
-201,-24,38,-950,-36,-753,-1505,-1133,2349,3
-199,-23,36,-934,-69,-741,-1515,-1130,2343,3
-197,-23,43,-968,-99,-763,-1515,-1130,2343,3
-199,-21,38,-926,-78,-738,-1483,-1162,2293,3
-197,-25,39,-962,-58,-744,-1456,-1152,2354,3
-199,-21,40,-944,-56,-737,-1456,-1152,2354,3
-198,-23,38,-928,-45,-763,-1423,-1159,2343,3
-202,-16,43,-947,-120,-860,-1453,-1183,2341,3
-194,-30,43,-983,-50,-934,-1453,-1183,2341,3
-194,-36,41,-950,-41,-851,-1444,-1213,2340,3
-196,-35,43,-952,-30,-774,-1444,-1213,2340,3
-201,-31,48,-937,-14,-778,-1408,-1171,2338,3
-198,-34,45,-959,-22,-791,-1396,-1221,2322,3
-197,-35,42,-928,-25,-721,-1396,-1221,2322,3
-195,-34,41,-935,-21,-742,-1447,-1188,2298,3
-191,-39,44,-934,58,-749,-1441,-1217,2307,3
-199,-28,48,-875,303,-782,-1441,-1217,2307,3
-195,-34,35,-996,224,-838,-1499,-1214,2288,3
-196,-38,33,-981,209,-825,-1541,-1193,2294,3
-205,-40,2,-913,294,-755,-1541,-1193,2294,3
-203,-31,26,-961,299,-789,-1591,-1199,2320,3
-206,-35,3,-892,101,-706,-1591,-1199,2320,3
-202,-27,-4,-881,216,-685,-1648,-1195,2316,3
-197,-40,8,-981,179,-761,-1722,-1178,2271,3
-201,-40,6,-949,278,-720,-1722,-1178,2271,3
-197,-40,-6,-918,50,-700,-1748,-1171,2230,3
-213,-30,-25,-911,9,-750,-1827,-1164,2251,3
-200,-45,-28,-976,-71,-832,-1827,-1164,2251,3
-202,-37,-8,-983,-149,-810,-1847,-1164,2203,3
-203,-39,-7,-963,-40,-776,-1777,-1171,2263,3
-204,-36,0,-968,92,-709,-1777,-1171,2263,3
-211,-32,-23,-909,119,-634,-1804,-1179,2214,3
-205,-33,-7,-962,30,-669,-1836,-1164,2199,3
-202,-32,-10,-988,-33,-751,-1836,-1164,2199,3
-205,-33,-20,-924,-131,-744,-1887,-1166,2215,3
-203,-35,-17,-940,-73,-671,-1887,-1166,2215,3
-205,-30,-15,-969,5,-724,-1817,-1168,2181,3
-206,-29,-12,-954,2,-765,-1842,-1174,2192,3
-203,-38,-23,-934,-36,-723,-1842,-1174,2192,3
-199,-28,-8,-953,-7,-422,-1837,-1172,2212,3
-207,-14,-6,-937,-26,-501,-1869,-1129,2241,3
-211,-11,-17,-952,13,-764,-1869,-1129,2241,3
-203,-25,-16,-960,53,-831,-1880,-1122,2249,3
-203,-25,-21,-941,55,-780,-1872,-1123,2205,3
-200,-23,-13,-955,10,-739,-1872,-1123,2205,3
-199,-25,-9,-937,-57,-749,-1887,-1143,2185,3
-203,-23,-15,-960,-59,-749,-1887,-1143,2185,3
-203,-24,-11,-975,-62,-755,-1906,-1139,2212,3
-201,-24,-11,-945,-49,-714,-1874,-1106,2216,3
-202,-25,-25,-953,-43,-736,-1874,-1106,2216,3
-204,-26,-19,-965,-29,-807,-1889,-1138,2256,3
-200,-28,-19,-979,21,-802,-1908,-1135,2167,3
-202,-24,-17,-978,13,-755,-1908,-1135,2167,3
-202,-24,-22,-965,-25,-755,-1916,-1149,2225,3
-200,-28,-13,-934,20,-768,-1921,-1140,2233,3
-198,-26,-19,-936,-56,-738,-1921,-1140,2233,3
-205,-21,-12,-958,-81,-758,-1932,-1171,2191,3
-208,-26,-24,-911,-72,-760,-1927,-1151,2212,3
-207,-32,-31,-912,-10,-787,-1927,-1151,2212,3
-197,-29,6,-931,-130,-714,-1919,-1124,2220,3
-203,-24,-18,-931,-79,-695,-1919,-1124,2220,3
-201,-28,-25,-958,-45,-778,-1912,-1119,2212,3
-203,-28,-28,-940,-31,-749,-1897,-1153,2194,3
-203,-27,-27,-953,-15,-754,-1897,-1153,2194,3
-203,-28,-23,-957,12,-775,-1921,-1127,2167,3
-203,-27,-20,-950,3,-760,-1957,-1164,2128,3
-200,-29,-19,-938,-23,-760,-1957,-1164,2128,3
-200,-31,-15,-962,-26,-725,-1911,-1117,2217,3
-201,-31,-26,-986,9,-721,-1936,-1170,2169,3
-203,-25,-18,-929,-12,-757,-1936,-1170,2169,3
-191,-46,-26,-918,-1,-351,-1958,-1151,2154,3
-207,5,-15,-978,126,-33,-1958,-1082,2113,3
-196,0,-18,-981,135,-184,-2011,-1082,2113,3
-201,18,-23,-1022,147,-2,-2063,-1012,2105,3
-205,40,-29,-1069,87,-107,-2063,-1012,2105,3
-195,43,-33,-963,80,-119,-2172,-934,2167,3
-193,57,-33,-1054,69,-330,-2275,-860,2074,3
-187,55,-33,-1062,6,-471,-2275,-860,2074,3
-185,58,-43,-1003,-74,-219,-2286,-850,2074,3
-186,78,-50,-1061,-39,-324,-2310,-809,2043,3
-185,86,-43,-1069,7,-403,-2310,-809,2043,3
-176,86,-30,-1063,15,-449,-2341,-799,2094,3
-166,79,-40,-937,-151,-214,-2328,-719,2036,3
-167,107,-31,-1009,-65,-198,-2328,-719,2036,3
-172,128,-20,-951,-110,-254,-2350,-646,2075,3
-167,125,-41,-982,-49,-689,-2350,-646,2075,3
-164,118,-25,-1030,2,-811,-2358,-601,2006,3
-167,120,-24,-997,-17,-752,-2348,-641,2057,3
-165,119,-32,-976,-40,-688,-2348,-641,2057,3
-162,120,-32,-992,-63,-790,-2339,-647,2074,3
-165,123,-28,-979,-32,-729,-2314,-663,1991,3
-161,116,-41,-986,-14,-769,-2314,-663,1991,3
-174,129,-27,-934,-42,-731,-2334,-639,2082,3
-165,120,-40,-912,-29,-814,-2331,-672,2096,3
-162,115,-28,-917,45,-749,-2331,-672,2096,3
-163,118,-40,-869,-23,-699,-2348,-649,2105,3
-159,115,-41,-896,13,-845,-2363,-642,2058,3
-164,115,-30,-936,25,-788,-2363,-642,2058,3
-164,121,-33,-952,-2,-742,-2334,-627,2040,3
-160,113,-43,-937,-54,-731,-2334,-627,2040,3
-165,126,-39,-931,-29,-799,-2367,-610,2017,3
-170,119,-41,-896,-23,-780,-2339,-634,2019,3
-164,115,-39,-868,-1,-734,-2339,-634,2019,3
-162,107,-42,-939,-1,-816,-2353,-612,2056,3
-168,117,-30,-922,-84,-848,-2364,-579,2039,3
-167,113,-41,-946,-60,-904,-2364,-579,2039,3
-167,109,-38,-968,-105,-954,-2342,-656,2032,3
-170,107,-38,-936,-66,-940,-2359,-719,2080,3
-175,107,-39,-963,-22,-1060,-2359,-719,2080,3
-174,97,-39,-885,-34,-1007,-2335,-710,2098,3
-175,88,-32,-907,1,-1062,-2300,-757,2048,3
-188,90,-38,-871,-17,-1108,-2300,-757,2048,3
-181,74,-36,-855,-37,-1159,-2308,-782,2059,3
-186,73,-39,-836,-52,-1077,-2308,-782,2059,3
-196,69,-45,-775,-6,-1108,-2271,-823,2052,3
-195,62,-50,-781,25,-1101,-2302,-863,2102,3
-189,43,-47,-844,-6,-1230,-2302,-863,2102,3
-189,33,-45,-870,-21,-1177,-2283,-913,2015,3
-193,34,-51,-882,-58,-1148,-2225,-959,2025,3
-193,22,-45,-863,-58,-1117,-2225,-959,2025,3
-203,20,-41,-879,-64,-1200,-2220,-999,2044,3
-202,10,-42,-877,-60,-1253,-2176,-1050,2113,3
-193,-11,-50,-862,-51,-1123,-2176,-1050,2113,3
-202,-13,-53,-867,-11,-1062,-2136,-1116,2093,3
-198,-21,-43,-864,-59,-955,-2136,-1116,2093,3
-200,-26,-38,-894,-74,-1000,-2089,-1104,2052,3
-186,-31,-35,-956,-118,-973,-2061,-1147,2146,3
-199,-33,-42,-960,-69,-1076,-2061,-1147,2146,3
-207,-31,-42,-1008,-11,-1264,-2027,-1197,2136,3
-206,-42,-35,-950,-58,-1360,-1973,-1266,2174,3
-188,-73,-23,-938,-39,-922,-1973,-1266,2174,3
-204,-45,-45,-932,-18,-883,-1927,-1304,2119,3
-209,-51,-33,-840,7,-1223,-1885,-1308,2129,3
-179,-83,-56,-835,-33,-1466,-1885,-1308,2129,3
-182,-90,-52,-891,-46,-1435,-1851,-1348,2102,3
-187,-104,-36,-814,-35,-1093,-1755,-1409,2114,3
-186,-109,-38,-780,-4,-831,-1755,-1409,2114,3
-180,-118,-34,-806,-8,-947,-1747,-1391,2193,3
-160,-145,-47,-985,-112,-1634,-1747,-1391,2193,3
-184,-121,-25,-917,-22,-750,-1693,-1370,2112,3
-177,-118,-31,-864,-54,-824,-1637,-1408,2154,3
-159,-146,-37,-897,-161,-1080,-1637,-1408,2154,3
-168,-150,-29,-898,-118,-746,-1600,-1461,2117,3
-187,-105,-38,-840,-61,-792,-1606,-1458,2163,3
-173,-139,-24,-872,-33,-944,-1606,-1458,2163,3
-147,-167,-32,-972,-223,-1509,-1582,-1474,2168,3
-161,-153,-32,-955,-6,-886,-1488,-1492,2196,3
-171,-140,-21,-920,39,-842,-1488,-1492,2196,3
-163,-146,-29,-910,-19,-949,-1466,-1502,2175,3
-149,-172,-34,-913,5,-830,-1422,-1507,2167,3
-146,-177,-25,-941,-68,-790,-1422,-1507,2167,3
-160,-158,-31,-954,-20,-628,-1416,-1528,2210,3
-156,-156,-27,-940,-38,-702,-1440,-1544,2191,3
-152,-165,-31,-946,-42,-739,-1440,-1544,2191,3
-155,-162,-29,-955,-29,-607,-1476,-1525,2175,3
-156,-152,-30,-977,-69,-574,-1476,-1525,2175,3
-155,-150,-30,-1004,-137,-523,-1452,-1493,2174,3
